
2025-10-07 15:35:51,277 - INFO - Starting fleamarket scraper cron service
2025-10-07 15:35:51,278 - INFO - Running initial scrape...
2025-10-07 15:35:51,278 - INFO - ================================================================================
2025-10-07 15:35:51,279 - INFO - Starting fleamarket scraper...
2025-10-07 15:35:51,279 - INFO - Timestamp: 2025-10-07T15:35:51.279783
2025-10-07 15:35:51,280 - INFO - ================================================================================
2025-10-07 15:35:51,280 - INFO - Discovering available spiders...
2025-10-07 15:35:52,810 - INFO - Found 2 spider(s): fleamarket, loppemarkeder
2025-10-07 15:35:52,810 - INFO - 
2025-10-07 15:35:52,810 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:35:52,811 - INFO - [1/2] Starting spider: 'fleamarket'
2025-10-07 15:35:52,811 - INFO - Spider start time: 15:35:52
2025-10-07 15:35:52,812 - INFO - --------------------------------------------------------------------------------
2025-10-07 15:36:00,203 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.utils.log] INFO: Scrapy 2.13.3 started (bot: scrapy_project)
2025-10-07 15:36:00,205 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.utils.log] INFO: Versions:
2025-10-07 15:36:00,206 - WARNING -   STDERR: {'lxml': '6.0.2',
2025-10-07 15:36:00,206 - WARNING -   STDERR: 'libxml2': '2.14.6',
2025-10-07 15:36:00,206 - WARNING -   STDERR: 'cssselect': '1.3.0',
2025-10-07 15:36:00,207 - WARNING -   STDERR: 'parsel': '1.10.0',
2025-10-07 15:36:00,207 - WARNING -   STDERR: 'w3lib': '2.3.1',
2025-10-07 15:36:00,207 - WARNING -   STDERR: 'Twisted': '25.5.0',
2025-10-07 15:36:00,208 - WARNING -   STDERR: 'Python': '3.11.13 (main, Sep 30 2025, 00:38:45) [GCC 14.2.0]',
2025-10-07 15:36:00,208 - WARNING -   STDERR: 'pyOpenSSL': '25.3.0 (OpenSSL 3.5.4 30 Sep 2025)',
2025-10-07 15:36:00,208 - WARNING -   STDERR: 'cryptography': '46.0.2',
2025-10-07 15:36:00,209 - WARNING -   STDERR: 'Platform': 'Linux-6.10.14-linuxkit-x86_64-with-glibc2.41'}
2025-10-07 15:36:00,209 - WARNING -   STDERR: 2025-10-07 15:35:53 [fleamarket] INFO: Initializing fleamarket spider (max_markets=10)
2025-10-07 15:36:00,210 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.addons] INFO: Enabled addons:
2025-10-07 15:36:00,210 - WARNING -   STDERR: []
2025-10-07 15:36:00,210 - WARNING -   STDERR: 2025-10-07 15:35:53 [py.warnings] WARNING: /usr/local/lib/python3.11/site-packages/scrapy/utils/request.py:120: ScrapyDeprecationWarning: 'REQUEST_FINGERPRINTER_IMPLEMENTATION' is a deprecated setting.
2025-10-07 15:36:00,211 - WARNING -   STDERR: It will be removed in a future version of Scrapy.
2025-10-07 15:36:00,211 - WARNING -   STDERR: return cls(crawler)
2025-10-07 15:36:00,211 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.extensions.telnet] INFO: Telnet Password: 0d578091223e1643
2025-10-07 15:36:00,211 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.middleware] INFO: Enabled extensions:
2025-10-07 15:36:00,212 - WARNING -   STDERR: ['scrapy.extensions.corestats.CoreStats',
2025-10-07 15:36:00,212 - WARNING -   STDERR: 'scrapy.extensions.telnet.TelnetConsole',
2025-10-07 15:36:00,213 - WARNING -   STDERR: 'scrapy.extensions.memusage.MemoryUsage',
2025-10-07 15:36:00,213 - WARNING -   STDERR: 'scrapy.extensions.logstats.LogStats',
2025-10-07 15:36:00,213 - WARNING -   STDERR: 'scrapy.extensions.throttle.AutoThrottle']
2025-10-07 15:36:00,213 - WARNING -   STDERR: 2025-10-07 15:35:53 [scrapy.crawler] INFO: Overridden settings:
2025-10-07 15:36:00,214 - WARNING -   STDERR: {'AUTOTHROTTLE_ENABLED': True,
2025-10-07 15:36:00,214 - WARNING -   STDERR: 'AUTOTHROTTLE_START_DELAY': 1,
2025-10-07 15:36:00,214 - WARNING -   STDERR: 'BOT_NAME': 'scrapy_project',
2025-10-07 15:36:00,215 - WARNING -   STDERR: 'COOKIES_ENABLED': False,
2025-10-07 15:36:00,215 - WARNING -   STDERR: 'LOG_LEVEL': 'INFO',
2025-10-07 15:36:00,215 - WARNING -   STDERR: 'NEWSPIDER_MODULE': 'scrapy_project.spiders',
2025-10-07 15:36:00,216 - WARNING -   STDERR: 'REQUEST_FINGERPRINTER_IMPLEMENTATION': '2.7',
2025-10-07 15:36:00,216 - WARNING -   STDERR: 'ROBOTSTXT_OBEY': True,
2025-10-07 15:36:00,216 - WARNING -   STDERR: 'SPIDER_MODULES': ['scrapy_project.spiders']}
2025-10-07 15:36:00,217 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Android
2025-10-07 15:36:00,217 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,218 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,218 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,219 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Sony BDV13, Brand: Sony, Model: BDV13
2025-10-07 15:36:00,219 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Nintendo DSi, Brand: Nintendo, Model: DSi
2025-10-07 15:36:00,219 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,219 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Other
2025-10-07 15:36:00,220 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: LYF F90M, Brand: LYF, Model: F90M
2025-10-07 15:36:00,220 - WARNING -   STDERR: 2025-10-07 15:35:54 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Sony BDV14, Brand: Sony, Model: BDV14
2025-10-07 15:36:00,220 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: LG Web0S SmartTV, Brand: LG, Model: Web0S SmartTV
2025-10-07 15:36:00,221 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,221 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,222 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,222 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,222 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,222 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,223 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,223 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Sony BDV11, Brand: Sony, Model: BDV11
2025-10-07 15:36:00,223 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,224 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,224 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,225 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,225 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Nintendo DSi, Brand: Nintendo, Model: DSi
2025-10-07 15:36:00,225 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: LYF LF-2403N, Brand: LYF, Model: LF-2403N
2025-10-07 15:36:00,226 - WARNING -   STDERR: 2025-10-07 15:35:55 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: LYF F90M, Brand: LYF, Model: F90M
2025-10-07 15:36:00,226 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,226 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,227 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Applebot
2025-10-07 15:36:00,227 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,227 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Applebot
2025-10-07 15:36:00,227 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Other
2025-10-07 15:36:00,228 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Other
2025-10-07 15:36:00,228 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,228 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: SMTBot
2025-10-07 15:36:00,228 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,229 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,229 - WARNING -   STDERR: 2025-10-07 15:35:56 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: WebKit Nightly
2025-10-07 15:36:00,229 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,229 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,229 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,230 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: PhantomJS
2025-10-07 15:36:00,230 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Robot
2025-10-07 15:36:00,230 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedDeviceType] Family: Other, Brand: None, Model: None
2025-10-07 15:36:00,230 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy_user_agents.user_agent_picker] WARNING: [UnsupportedBrowserType] Family: Zune
2025-10-07 15:36:00,231 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.middleware] INFO: Enabled downloader middlewares:
2025-10-07 15:36:00,231 - WARNING -   STDERR: ['scrapy.downloadermiddlewares.offsite.OffsiteMiddleware',
2025-10-07 15:36:00,231 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.robotstxt.RobotsTxtMiddleware',
2025-10-07 15:36:00,232 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.httpauth.HttpAuthMiddleware',
2025-10-07 15:36:00,232 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.downloadtimeout.DownloadTimeoutMiddleware',
2025-10-07 15:36:00,232 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.defaultheaders.DefaultHeadersMiddleware',
2025-10-07 15:36:00,232 - WARNING -   STDERR: 'scrapy_user_agents.middlewares.RandomUserAgentMiddleware',
2025-10-07 15:36:00,233 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.useragent.UserAgentMiddleware',
2025-10-07 15:36:00,233 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.retry.RetryMiddleware',
2025-10-07 15:36:00,233 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.redirect.MetaRefreshMiddleware',
2025-10-07 15:36:00,233 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.httpcompression.HttpCompressionMiddleware',
2025-10-07 15:36:00,234 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.redirect.RedirectMiddleware',
2025-10-07 15:36:00,234 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.httpproxy.HttpProxyMiddleware',
2025-10-07 15:36:00,234 - WARNING -   STDERR: 'scrapy.downloadermiddlewares.stats.DownloaderStats']
2025-10-07 15:36:00,234 - WARNING -   STDERR: 2025-10-07 15:35:57 [scrapy.middleware] INFO: Enabled spider middlewares:
2025-10-07 15:36:00,235 - WARNING -   STDERR: ['scrapy.spidermiddlewares.start.StartSpiderMiddleware',
2025-10-07 15:36:00,235 - WARNING -   STDERR: 'scrapy.spidermiddlewares.httperror.HttpErrorMiddleware',
